Gene_ID,Drug_ID,Association_Label,drug_emb_index,prot_emb_index
PA390,PA450085,1,6968,6968
PA395,PA450085,1,6969,6969
PA397,PA450085,1,6970,6970
PA419,PA450085,1,6971,6971
PA420,PA450085,0,6972,6972
PA7360,PA450085,0,6973,6973
PA117,PA449088,1,6974,6974
PA128,PA449088,0,6975,6975
PA130,PA449088,1,6976,6976
PA24355,PA449088,1,6977,6977
PA267,PA449088,1,6978,6978
PA31945,PA449088,1,6979,6979
PA329,PA449088,0,6980,6980
PA361,PA449088,1,6981,6981
PA31274,PA166292901,1,6982,6982
PA108,PA450272,1,6983,6983
PA128,PA450272,1,6984,6984
PA130,PA450272,1,6985,6985
PA131,PA450272,1,6986,6986
PA134865839,PA450272,1,6987,6987
PA189,PA450272,1,6988,6988
PA227,PA450272,1,6989,6989
PA267,PA450272,1,6990,6990
PA27121,PA450272,1,6991,6991
PA378,PA450272,1,6992,6992
PA390,PA450272,1,6993,6993
PA389,PA10810,1,6994,6994
PA389,PA133950441,1,6995,6995
PA389,PA448852,1,6996,6996
PA389,PA450180,1,6997,6997
PA389,PA450428,1,6998,6998
PA389,PA450704,1,6999,6999
PA389,PA450774,1,7000,7000
PA389,PA451954,1,7001,7001
PA134872551,PA151186253,1,7002,7002
PA27478,PA151186253,1,7003,7003
PA420,PA165958348,1,7004,7004
PA128,PA166251581,1,7005,7005
PA134865839,PA166251581,1,7006,7006
PA130,PA451271,1,7007,7007
PA27331,PA451271,1,7008,7008
PA28469,PA451271,1,7009,7009
PA124,PA449048,0,7010,7010
PA128,PA449048,0,7011,7011
PA130,PA449048,1,7012,7012
PA131,PA449048,1,7013,7013
PA267,PA449048,1,7014,7014
PA27093,PA449048,1,7015,7015
PA28162,PA449048,1,7016,7016
PA29549,PA449048,1,7017,7017
PA312,PA449048,1,7018,7018
PA113,PA449072,1,7019,7019
PA130,PA449072,1,7020,7020
PA25294,PA449072,1,7021,7021
PA26491,PA449072,1,7022,7022
PA26681,PA449072,1,7023,7023
PA27478,PA449072,1,7024,7024
PA304,PA449072,1,7025,7025
PA311,PA449072,1,7026,7026
PA31942,PA449072,1,7027,7027
PA31943,PA449072,1,7028,7028
PA31945,PA449072,1,7029,7029
PA128,PA166122595,1,7030,7030
PA193,PA166122595,1,7031,7031
PA312,PA166122595,1,7032,7032
PA378,PA449814,1,7033,7033
PA131,PA449594,1,7034,7034
PA134865839,PA449594,1,7035,7035
PA198,PA449594,1,7036,7036
PA24373,PA449594,1,7037,7037
PA280,PA449594,1,7038,7038
PA35055,PA449594,1,7039,7039
PA50,PA449594,1,7040,7040
PA55,PA449594,1,7041,7041
PA37301,PA134687887,1,7042,7042
PA38,PA134687887,1,7043,7043
PA39,PA134687887,1,7044,7044
PA28386,PA164746560,1,7045,7045
PA156,PA166153469,1,7046,7046
PA266,PA166153469,1,7047,7047
PA27844,PA166153469,1,7048,7048
PA27886,PA166153469,1,7049,7049
PA128,PA448405,1,7050,7050
PA134979668,PA10176,1,7051,7051
PA134979668,PA450125,1,7052,7052
PA134979668,PA450126,1,7053,7053
PA134979668,PA450475,1,7054,7054
PA134979668,PA451103,1,7055,7055
PA180,PA449500,1,7056,7056
PA28941,PA449500,1,7057,7057
PA37,PA449500,1,7058,7058
PA38,PA449500,1,7059,7059
PA33809,PA165290928,1,7060,7060
PA33809,PA165290929,1,7061,7061
PA33809,PA166179849,1,7062,7062
PA33809,PA166182748,1,7063,7063
PA33809,PA166190221,1,7064,7064
PA33809,PA166238763,1,7065,7065
PA33809,PA166397682,1,7066,7066
PA33809,PA451906,1,7067,7067
PA193,PA166182150,1,7068,7068
PA312,PA166182150,1,7069,7069
PA126,PA166182736,1,7070,7070
PA212,PA450215,1,7071,7071
PA145,PA166183787,1,7072,7072
PA134952671,PA166163411,1,7073,7073
PA420,PA166182624,0,7074,7074
PA108,PA451363,1,7075,7075
PA116,PA451363,1,7076,7076
PA125,PA451363,1,7077,7077
PA126,PA451363,0,7078,7078
PA128,PA451363,0,7079,7079
PA130,PA451363,0,7080,7080
PA131,PA451363,0,7081,7081
PA134865839,PA451363,0,7082,7082
PA189,PA451363,1,7083,7083
PA229,PA451363,1,7084,7084
PA24373,PA451363,1,7085,7085
PA267,PA451363,1,7086,7086
PA280,PA451363,1,7087,7087
PA29556,PA451363,1,7088,7088
PA29561,PA451363,1,7089,7089
PA33529,PA451363,1,7090,7090
PA35072,PA451363,1,7091,7091
PA35845,PA451363,1,7092,7092
PA378,PA451363,1,7093,7093
PA390,PA451363,1,7094,7094
PA419,PA451363,1,7095,7095
PA55,PA451363,1,7096,7096
PA85,PA451363,1,7097,7097
PA267,PA164768820,1,7098,7098
PA139,PA448561,0,7099,7099
PA245,PA448561,1,7100,7100
PA31272,PA448561,1,7101,7101
PA39,PA448561,1,7102,7102
PA42,PA448561,1,7103,7103
PA31768,PA153561371,1,7104,7104
PA35055,PA153561371,1,7105,7105
PA7360,PA153561371,1,7106,7106
PA130,PA165958345,1,7107,7107
PA24413,PA165958345,1,7108,7108
PA25321,PA165958345,1,7109,7109
PA390,PA165958345,1,7110,7110
PA420,PA165958345,1,7111,7111
PA124,PA451100,1,7112,7112
PA134956204,PA451100,1,7113,7113
PA142671060,PA451100,1,7114,7114
PA165585763,PA451100,1,7115,7115
PA25384,PA451100,1,7116,7116
PA25724,PA451100,1,7117,7117
PA267,PA451100,1,7118,7118
PA27006,PA451100,1,7119,7119
PA28586,PA451100,1,7120,7120
PA29016,PA451100,1,7121,7121
PA356,PA451100,1,7122,7122
PA35602,PA451100,1,7123,7123
PA359,PA451100,1,7124,7124
PA192,PA166129557,1,7125,7125
PA386,PA451159,1,7126,7126
PA134865839,PA449512,1,7127,7127
PA388,PA448997,1,7128,7128
PA128,PA166153416,0,7129,7129
PA124,PA166118565,1,7130,7130
PA25408,PA166345561,1,7131,7131
PA31818,PA166182733,1,7132,7132
PA31818,PA166190161,1,7133,7133
PA31818,PA166328881,1,7134,7134
PA31818,PA449061,1,7135,7135
PA31818,PA450243,1,7136,7136
PA31818,PA450401,1,7137,7137
PA31818,PA452229,1,7138,7138
PA128,PA450203,1,7139,7139
PA28386,PA449693,1,7140,7140
PA128,PA166184061,1,7141,7141
PA28469,PA166184061,1,7142,7142
PA117,PA451201,1,7143,7143
PA123,PA451201,0,7144,7144
PA124,PA451201,0,7145,7145
PA126,PA451201,0,7146,7146
PA128,PA451201,0,7147,7147
PA130,PA451201,0,7148,7148
PA131,PA451201,0,7149,7149
PA134884097,PA451201,1,7150,7150
PA134947616,PA451201,1,7151,7151
PA139,PA451201,1,7152,7152
PA145148084,PA451201,1,7153,7153
PA192,PA451201,1,7154,7154
PA193,PA451201,0,7155,7155
PA27093,PA451201,0,7156,7156
PA27478,PA451201,0,7157,7157
PA27479,PA451201,1,7158,7158
PA27832,PA451201,1,7159,7159
PA27955,PA451201,1,7160,7160
PA28980,PA451201,1,7161,7161
PA30676,PA451201,1,7162,7162
PA312,PA451201,0,7163,7163
PA34323,PA451201,1,7164,7164
PA34375,PA451201,1,7165,7165
PA35055,PA451201,0,7166,7166
PA35056,PA451201,0,7167,7167
PA37179,PA451201,0,7168,7168
PA124,PA449586,1,7169,7169
PA128,PA163518919,0,7170,7170
PA134884097,PA163518919,1,7171,7171
PA145148084,PA163518919,1,7172,7172
PA30676,PA163518919,1,7173,7173
PA28469,PA166115579,1,7174,7174
PA126,PA451346,1,7175,7175
PA130,PA451346,1,7176,7176
PA131,PA451346,0,7177,7177
PA139,PA451346,1,7178,7178
PA176,PA451346,1,7179,7179
PA254,PA451346,1,7180,7180
PA37302,PA451346,1,7181,7181
PA142671157,PA10235,1,7182,7182
PA142671157,PA166185677,1,7183,7183
PA142671157,PA449383,1,7184,7184
PA142671157,PA449748,1,7185,7185
PA142671157,PA451743,1,7186,7186
PA123,PA450947,0,7187,7187
PA124,PA450947,0,7188,7188
PA126,PA450947,0,7189,7189
PA128,PA450947,0,7190,7190
PA130,PA450947,0,7191,7191
PA131,PA450947,0,7192,7192
PA18,PA450947,1,7193,7193
PA193,PA450947,0,7194,7194
PA245,PA450947,1,7195,7195
PA267,PA450947,0,7196,7196
PA27092,PA450947,1,7197,7197
PA27093,PA450947,0,7198,7198
PA27478,PA450947,0,7199,7199
PA27829,PA450947,1,7200,7200
PA28469,PA450947,1,7201,7201
PA301,PA450947,1,7202,7202
PA312,PA450947,0,7203,7203
PA35004,PA450947,1,7204,7204
PA35055,PA450947,0,7205,7205
PA35056,PA450947,0,7206,7206
PA35057,PA450947,0,7207,7207
PA35072,PA450947,0,7208,7208
PA37179,PA450947,0,7209,7209
PA37181,PA450947,1,7210,7210
PA37188,PA450947,1,7211,7211
PA378,PA450947,1,7212,7212
PA419,PA450947,1,7213,7213
PA27848,PA128406956,1,7214,7214
PA27848,PA131285527,1,7215,7215
PA27848,PA150595617,1,7216,7216
PA27848,PA164713176,1,7217,7217
PA27848,PA448645,1,7218,7218
PA27848,PA449014,1,7219,7219
PA27848,PA449383,1,7220,7220
PA27848,PA449412,1,7221,7221
PA27848,PA449552,1,7222,7222
PA27848,PA449748,1,7223,7223
PA27848,PA450198,1,7224,7224
PA27848,PA450428,1,7225,7225
PA134915280,PA166251401,1,7226,7226
PA24719,PA166251401,1,7227,7227
PA34633,PA166251401,1,7228,7228
PA7360,PA166251401,1,7229,7229
PA50,PA142650384,1,7230,7230
PA50,PA166114922,1,7231,7231
PA50,PA166268802,1,7232,7232
PA50,PA449594,1,7233,7233
PA50,PA450084,1,7234,7234
PA50,PA451906,1,7235,7235
PA29808,PA10239,1,7236,7236
PA37301,PA10239,1,7237,7237
PA134915280,PA166169883,1,7238,7238
PA24719,PA166169883,1,7239,7239
PA7360,PA166169883,1,7240,7240
PA35026,PA165290928,1,7241,7241
PA35026,PA165290929,1,7242,7242
PA35026,PA165981594,1,7243,7243
PA35026,PA166179849,1,7244,7244
PA35026,PA166182748,1,7245,7245
PA35026,PA166190221,1,7246,7246
PA35026,PA166238763,1,7247,7247
PA35026,PA166397682,1,7248,7248
PA35026,PA448803,1,7249,7249
PA35026,PA449748,1,7250,7250
PA31274,PA450608,1,7251,7251
PA129,PA449177,1,7252,7252
PA134865839,PA449177,1,7253,7253
PA134956204,PA449177,1,7254,7254
PA134971947,PA449177,1,7255,7255
PA137,PA449177,1,7256,7256
PA142671060,PA449177,1,7257,7257
PA154,PA449177,1,7258,7258
PA165585763,PA449177,1,7259,7259
PA182,PA449177,1,7260,7260
PA183,PA449177,1,7261,7261
PA25384,PA449177,1,7262,7262
PA25724,PA449177,1,7263,7263
PA267,PA449177,1,7264,7264
PA26847,PA449177,1,7265,7265
PA28586,PA449177,1,7266,7266
PA29731,PA449177,1,7267,7267
PA359,PA449177,1,7268,7268
PA36249,PA449177,1,7269,7269
PA397,PA449177,1,7270,7270
PA426,PA449177,1,7271,7271
PA128,PA448408,1,7272,7272
PA27478,PA448408,1,7273,7273
PA31945,PA448408,1,7274,7274
PA134952671,PA166163415,1,7275,7275
PA166049147,PA166163415,1,7276,7276
PA55,PA166350685,1,7277,7277
PA156,PA166184523,1,7278,7278
PA27844,PA166184523,1,7279,7279
PA27886,PA166184523,1,7280,7280
PA33308,PA166184523,1,7281,7281
PA114,PA449394,1,7282,7282
PA122,PA449394,1,7283,7283
PA128,PA449394,1,7284,7284
PA131,PA449394,1,7285,7285
PA25294,PA449394,1,7286,7286
PA124,PA449982,1,7287,7287
PA126,PA449982,0,7288,7288
PA293,PA449982,1,7289,7289
PA30474,PA449982,1,7290,7290
PA37856,PA449982,1,7291,7291
PA435,PA449982,1,7292,7292
PA27478,PA164749035,1,7293,7293
PA28469,PA448382,0,7294,7294
PA27112,PA164749056,1,7295,7295
PA113,PA164712720,1,7296,7296
PA117,PA164712720,1,7297,7297
PA121,PA164712720,1,7298,7298
PA134872551,PA164712720,1,7299,7299
PA26491,PA164712720,1,7300,7300
PA31945,PA164712720,1,7301,7301
PA30049,PA164712362,1,7302,7302
PA30049,PA449599,1,7303,7303
PA30049,PA450401,1,7304,7304
PA30049,PA450550,1,7305,7305
PA30049,PA452618,1,7306,7306
PA145,PA166182862,1,7307,7307
PA359,PA166182862,1,7308,7308
PA107,PA451205,1,7309,7309
PA139,PA451205,0,7310,7310
PA42,PA451205,1,7311,7311
PA128,PA166353841,1,7312,7312
PA35055,PA164781042,1,7313,7313
PA35056,PA164781042,1,7314,7314
PA35057,PA164781042,1,7315,7315
PA35066,PA164781042,1,7316,7316
PA35068,PA164781042,1,7317,7317
PA35072,PA164781042,1,7318,7318
PA378,PA164781042,1,7319,7319
PA124,PA450774,0,7320,7320
PA131,PA450774,1,7321,7321
PA267,PA450774,1,7322,7322
PA388,PA450774,1,7323,7323
PA389,PA450774,1,7324,7324
PA34335,PA162372840,1,7325,7325
PA34335,PA165906891,1,7326,7326
PA34335,PA166118341,1,7327,7327
PA34335,PA166225084,1,7328,7328
PA34335,PA166235321,1,7329,7329
PA34335,PA7000,1,7330,7330
PA126,PA131890625,1,7331,7331
PA35602,PA164783958,1,7332,7332
PA35602,PA448926,1,7333,7333
PA35602,PA449165,1,7334,7334
PA35602,PA449655,1,7335,7335
PA35602,PA451100,1,7336,7336
PA35602,PA451261,1,7337,7337
PA35602,PA451879,1,7338,7338
PA378,PA449057,1,7339,7339
PA134915280,PA166277902,1,7340,7340
PA25408,PA166277902,1,7341,7341
PA128,PA166210801,1,7342,7342
PA156,PA165291472,1,7343,7343
PA266,PA165291472,1,7344,7344
PA27844,PA165291472,1,7345,7345
PA27886,PA165291472,1,7346,7346
PA7360,PA165291472,1,7347,7347
PA128,PA451547,1,7348,7348
PA134956204,PA451547,1,7349,7349
PA143,PA451547,1,7350,7350
PA18,PA451547,0,7351,7351
PA245,PA451547,1,7352,7352
PA28469,PA451547,1,7353,7353
PA31272,PA451547,1,7354,7354
PA35056,PA451547,1,7355,7355
PA359,PA451547,1,7356,7356
PA390,PA451547,1,7357,7357
PA25412,PA164920420,1,7358,7358
PA25412,PA166131610,1,7359,7359
PA25412,PA166163418,1,7360,7360
PA25412,PA166182740,1,7361,7361
PA25412,PA166225061,1,7362,7362
PA267,PA146096021,1,7363,7363
PA24413,PA10804,1,7364,7364
PA24413,PA162372878,1,7365,7365
PA24413,PA165958345,1,7366,7366
PA24413,PA165980594,1,7367,7367
PA24413,PA166114906,1,7368,7368
PA24413,PA166114929,1,7369,7369
PA24413,PA166129524,1,7370,7370
PA24413,PA166177510,1,7371,7371
PA24413,PA166268841,1,7372,7372
PA24413,PA448691,1,7373,7373
PA24413,PA451879,1,7374,7374
PA28469,PA164774902,1,7375,7375
PA156,PA448432,1,7376,7376
PA266,PA448432,1,7377,7377
PA267,PA448432,1,7378,7378
PA27091,PA448432,1,7379,7379
PA27886,PA448432,1,7380,7380
PA37179,PA448432,1,7381,7381
PA130,PA166261201,0,7382,7382
PA124,PA452229,1,7383,7383
PA128,PA452229,1,7384,7384
PA128747823,PA452229,1,7385,7385
PA139,PA452229,0,7386,7386
PA176,PA452229,1,7387,7387
PA192,PA452229,1,7388,7388
PA193,PA452229,1,7389,7389
PA261,PA452229,1,7390,7390
PA267,PA452229,1,7391,7391
PA28162,PA452229,1,7392,7392
PA28529,PA452229,1,7393,7393
PA29561,PA452229,1,7394,7394
PA312,PA452229,0,7395,7395
PA31818,PA452229,1,7396,7396
PA31891,PA452229,1,7397,7397
PA31945,PA452229,1,7398,7398
PA355,PA452229,1,7399,7399
PA38,PA452229,1,7400,7400
PA38,PA164712541,1,7401,7401
PA39,PA164712541,1,7402,7402
PA28469,PA451536,1,7403,7403
PA126,PA134852920,1,7404,7404
PA35753,PA128406956,1,7405,7405
PA35753,PA130232992,1,7406,7406
PA35753,PA450085,1,7407,7407
PA35753,PA450198,1,7408,7408
PA35753,PA450428,1,7409,7409
PA108,PA449688,1,7410,7410
PA126,PA449688,0,7411,7411
PA128,PA449688,0,7412,7412
PA130,PA449688,1,7413,7413
PA131,PA449688,1,7414,7414
PA134865839,PA449688,0,7415,7415
PA139,PA449688,1,7416,7416
PA189,PA449688,1,7417,7417
PA267,PA449688,1,7418,7418
PA35072,PA449688,1,7419,7419
PA378,PA449688,1,7420,7420
PA390,PA449688,1,7421,7421
PA55,PA449688,1,7422,7422
PA128,PA166183939,1,7423,7423
PA131,PA166183939,1,7424,7424
PA124,PA448497,0,7425,7425
PA126,PA448497,1,7426,7426
PA128,PA448497,1,7427,7427
PA131,PA448497,1,7428,7428
PA139,PA448497,1,7429,7429
PA18,PA448497,1,7430,7430
PA205,PA448497,1,7431,7431
PA24346,PA448497,1,7432,7432
PA254,PA448497,1,7433,7433
PA271,PA448497,1,7434,7434
PA27121,PA448497,1,7435,7435
PA281,PA448497,1,7436,7436
PA28469,PA448497,0,7437,7437
PA293,PA448497,1,7438,7438
PA29808,PA448497,1,7439,7439
PA31817,PA448497,1,7440,7440
PA33392,PA448497,1,7441,7441
PA35066,PA448497,1,7442,7442
PA35068,PA448497,1,7443,7443
PA35072,PA448497,1,7444,7444
PA36601,PA448497,1,7445,7445
PA37181,PA448497,1,7446,7446
PA42,PA448497,1,7447,7447
PA435,PA448497,1,7448,7448
PA128,PA448011,0,7449,7449
PA180,PA448011,1,7450,7450
PA28941,PA448011,1,7451,7451
PA37,PA448011,1,7452,7452
PA38,PA448011,1,7453,7453
PA293,PA10226,1,7454,7454
PA126,PA166400041,1,7455,7455
PA124,PA166014703,1,7456,7456
PA28980,PA10344,1,7457,7457
PA38,PA164712547,1,7458,7458
PA31817,PA154410481,1,7459,7459
PA31817,PA165949771,1,7460,7460
PA31817,PA166182733,1,7461,7461
PA31817,PA166190161,1,7462,7462
PA31817,PA166328881,1,7463,7463
PA31817,PA448497,1,7464,7464
PA27479,PA10066,1,7465,7465
PA27479,PA164742949,1,7466,7466
PA27479,PA449061,1,7467,7467
PA27479,PA450213,1,7468,7468
PA27479,PA450403,1,7469,7469
PA27479,PA450464,1,7470,7470
PA27479,PA450688,1,7471,7471
PA27479,PA450801,1,7472,7472
PA27479,PA451201,1,7473,7473
PA27479,PA451257,1,7474,7474
PA27479,PA452618,1,7475,7475
PA24346,PA10384,1,7476,7476
PA293,PA10384,1,7477,7477
PA267,PA151958355,1,7478,7478
PA205,PA448006,1,7479,7479
PA128,PA449676,1,7480,7480
PA267,PA449676,1,7481,7481
PA128,PA448499,0,7482,7482
PA139,PA448499,0,7483,7483
PA152208656,PA448499,1,7484,7484
PA176,PA448499,1,7485,7485
PA180,PA448499,1,7486,7486
PA227,PA448499,1,7487,7487
PA267,PA448499,1,7488,7488
PA271,PA448499,1,7489,7489
PA28941,PA448499,1,7490,7490
PA293,PA448499,1,7491,7491
PA35,PA448499,1,7492,7492
PA37,PA448499,1,7493,7493
PA38,PA448499,1,7494,7494
PA39,PA448499,1,7495,7495
PA42,PA448499,1,7496,7496
PA83,PA448499,1,7497,7497
PA31817,PA166182733,1,7498,7498
PA31818,PA166182733,1,7499,7499
PA386,PA164784024,1,7500,7500
PA386,PA165948902,1,7501,7501
PA386,PA166201941,1,7502,7502
PA386,PA449748,1,7503,7503
PA386,PA451159,1,7504,7504
PA386,PA451241,1,7505,7505
PA117,PA166320904,1,7506,7506
PA419,PA166269521,1,7507,7507
PA129,PA450106,1,7508,7508
PA34896,PA450106,1,7509,7509
PA85,PA450106,1,7510,7510
PA123,PA450373,1,7511,7511
PA124,PA450373,0,7512,7512
PA130,PA450373,1,7513,7513
PA176,PA166176017,1,7514,7514
PA18,PA166176017,1,7515,7515
PA130,PA451753,1,7516,7516
PA131,PA451753,1,7517,7517
PA121,PA166115442,0,7518,7518
PA145,PA166115442,1,7519,7519
PA37181,PA166115442,0,7520,7520
PA37182,PA166115442,0,7521,7521
PA420,PA166115442,0,7522,7522
PA134865839,PA166183785,1,7523,7523
PA28469,PA166183785,1,7524,7524
PA38657,PA449661,1,7525,7525
PA24719,PA166400163,1,7526,7526
PA128,PA166177513,1,7527,7527
PA124,PA166153491,1,7528,7528
PA126,PA166153491,1,7529,7529
PA27013,PA162363968,1,7530,7530
PA27013,PA166328844,1,7531,7531
PA27013,PA448871,1,7532,7532
PA27013,PA449165,1,7533,7533
PA27013,PA449247,1,7534,7534
PA27013,PA451644,1,7535,7535
PA18,PA451108,1,7536,7536
PA304,PA451108,1,7537,7537
PA31945,PA166131630,1,7538,7538
PA34896,PA166131630,1,7539,7539
PA390,PA166131630,1,7540,7540
PA129,PA449961,1,7541,7541
PA134865839,PA449961,1,7542,7542
PA137,PA449961,1,7543,7543
PA267,PA449961,1,7544,7544
PA36249,PA449961,1,7545,7545
PA35844,PA133950441,1,7546,7546
PA35844,PA162372840,1,7547,7547
PA35844,PA164748728,1,7548,7548
PA35844,PA448803,1,7549,7549
PA35844,PA449383,1,7550,7550
PA35844,PA450428,0,7551,7551
PA35844,PA450566,1,7552,7552
PA35844,PA450761,1,7553,7553
PA35844,PA451089,1,7554,7554
PA35844,PA451605,1,7555,7555
PA33919,PA448320,1,7556,7556
PA33919,PA448803,1,7557,7557
PA33919,PA449515,1,7558,7558
PA33919,PA449748,1,7559,7559
PA33919,PA450616,1,7560,7560
PA28181,PA162372840,1,7561,7561
PA28181,PA166153473,1,7562,7562
PA28181,PA166169917,1,7563,7563
PA28181,PA166182767,1,7564,7564
PA28181,PA166328862,1,7565,7565
PA28181,PA7000,1,7566,7566
PA312,PA10026,0,7567,7567
PA312,PA10066,0,7568,7568
PA312,PA10074,0,7569,7569
PA312,PA164713257,1,7570,7570
PA312,PA164752812,0,7571,7571
PA312,PA164783479,0,7572,7572
PA312,PA164784024,1,7573,7573
PA312,PA165860788,1,7574,7574
PA312,PA165860812,1,7575,7575
PA312,PA165958365,1,7576,7576
PA312,PA165958374,0,7577,7577
PA312,PA166122595,1,7578,7578
PA312,PA166182150,1,7579,7579
PA312,PA448073,0,7580,7580
PA312,PA448385,0,7581,7581
PA312,PA448685,1,7582,7582
PA312,PA448687,0,7583,7583
PA312,PA448689,0,7584,7584
PA312,PA448785,0,7585,7585
PA312,PA449015,0,7586,7586
PA312,PA449048,1,7587,7587
PA312,PA449061,1,7588,7588
PA312,PA449283,0,7589,7589
PA312,PA449376,1,7590,7590
PA312,PA449673,0,7591,7591
PA312,PA449690,0,7592,7592
PA312,PA449841,1,7593,7593
PA312,PA450164,0,7594,7594
PA312,PA450401,1,7595,7595
PA312,PA450464,1,7596,7596
PA312,PA450522,0,7597,7597
PA312,PA450530,0,7598,7598
PA312,PA450550,1,7599,7599
PA312,PA450657,0,7600,7600
PA312,PA450688,0,7601,7601
PA312,PA450705,1,7602,7602
PA312,PA450732,0,7603,7603
PA312,PA450801,0,7604,7604
PA312,PA450947,0,7605,7605
PA312,PA450966,1,7606,7606
PA312,PA451201,0,7607,7607
PA312,PA451241,1,7608,7608
PA312,PA451257,0,7609,7609
PA312,PA451333,0,7610,7610
PA312,PA451744,0,7611,7611
PA312,PA451846,0,7612,7612
PA312,PA451866,0,7613,7613
PA312,PA451974,0,7614,7614
PA312,PA452229,0,7615,7615
PA312,PA452233,1,7616,7616
PA128,PA161925594,1,7617,7617
PA130,PA161925594,1,7618,7618
PA329,PA161925594,1,7619,7619
PA26091,PA451881,1,7620,7620
PA359,PA451881,1,7621,7621
PA113,PA164776637,1,7622,7622
PA114,PA164776637,1,7623,7623
PA26487,PA164776637,1,7624,7624
PA26490,PA164776637,1,7625,7625
PA26491,PA164776637,1,7626,7626
PA26492,PA164776637,1,7627,7627
PA26494,PA164776637,1,7628,7628
PA26498,PA164776637,1,7629,7629
PA29561,PA10074,1,7630,7630
PA29561,PA133950441,1,7631,7631
PA29561,PA164713257,1,7632,7632
PA29561,PA448500,1,7633,7633
PA29561,PA450801,1,7634,7634
PA29561,PA451089,1,7635,7635
PA29561,PA451363,1,7636,7636
PA29561,PA452229,1,7637,7637
PA123,PA451974,0,7638,7638
PA124,PA451974,0,7639,7639
PA126,PA451974,0,7640,7640
PA128,PA451974,0,7641,7641
PA130,PA451974,0,7642,7642
PA131,PA451974,0,7643,7643
PA134947616,PA451974,1,7644,7644
PA139,PA451974,1,7645,7645
PA193,PA451974,0,7646,7646
PA27093,PA451974,0,7647,7647
PA27478,PA451974,0,7648,7648
PA312,PA451974,0,7649,7649
PA34375,PA451974,1,7650,7650
PA35055,PA451974,0,7651,7651
PA35056,PA451974,0,7652,7652
PA37179,PA451974,0,7653,7653
PA37301,PA448717,1,7654,7654
PA37182,PA10251,1,7655,7655
PA37182,PA131285527,0,7656,7656
PA37182,PA164748728,1,7657,7657
PA37182,PA165958521,1,7658,7658
PA37182,PA166115442,0,7659,7659
PA37182,PA448320,1,7660,7660
PA37182,PA450085,0,7661,7661
PA37182,PA450428,1,7662,7662
PA37182,PA450566,1,7663,7663
PA37182,PA450732,1,7664,7664
PA37182,PA451257,1,7665,7665
PA37182,PA451260,1,7666,7666
PA37182,PA451846,1,7667,7667
PA28725,PA165958364,1,7668,7668
PA27844,PA166400141,1,7669,7669
PA123,PA450112,1,7670,7670
PA124,PA450112,1,7671,7671
PA126,PA450112,1,7672,7672
PA129,PA450112,0,7673,7673
PA18,PA450112,0,7674,7674
PA182,PA450112,0,7675,7675
PA183,PA450112,0,7676,7676
PA267,PA450112,1,7677,7677
PA28469,PA450112,1,7678,7678
PA29028,PA450112,1,7679,7679
PA35056,PA450112,1,7680,7680
PA35066,PA450112,1,7681,7681
PA35068,PA450112,1,7682,7682
PA378,PA450112,1,7683,7683
PA435,PA450112,1,7684,7684
PA128,PA451103,0,7685,7685
PA134904907,PA451103,1,7686,7686
PA134979668,PA451103,1,7687,7687
PA142672060,PA451103,1,7688,7688
PA27093,PA451103,1,7689,7689
PA27331,PA451103,1,7690,7690
PA28469,PA451103,0,7691,7691
PA139,PA449899,1,7692,7692
PA31,PA449899,1,7693,7693
PA36394,PA449899,1,7694,7694
PA38,PA449899,1,7695,7695
PA134865839,PA164743013,1,7696,7696
PA183,PA449349,1,7697,7697
PA29556,PA10352,1,7698,7698
PA29556,PA448500,1,7699,7699
PA29556,PA449809,1,7700,7700
PA29556,PA450626,1,7701,7701
PA29556,PA450801,1,7702,7702
PA29556,PA451089,1,7703,7703
PA29556,PA451363,1,7704,7704
PA29556,PA452619,1,7705,7705
PA29556,PA452621,1,7706,7706
PA356,PA128406956,0,7707,7707
PA356,PA164754994,1,7708,7708
PA356,PA448515,0,7709,7709
PA356,PA449014,0,7710,7710
PA356,PA449165,1,7711,7711
PA356,PA449167,1,7712,7712
PA356,PA450379,0,7713,7713
PA356,PA450428,0,7714,7714
PA356,PA450688,1,7715,7715
PA356,PA451100,1,7716,7716
PA356,PA451663,0,7717,7717
PA356,PA452634,0,7718,7718
PA26121,PA128406956,1,7719,7719
PA26121,PA130620651,1,7720,7720
PA26121,PA449165,1,7721,7721
PA26121,PA449212,1,7722,7722
PA26121,PA449412,1,7723,7723
PA131,PA449943,1,7724,7724
PA212,PA449943,1,7725,7725
PA117,PA449900,1,7726,7726
PA128,PA449900,0,7727,7727
PA131,PA449900,1,7728,7728
PA24355,PA449900,1,7729,7729
PA31945,PA449900,1,7730,7730
PA131,PA449035,1,7731,7731
PA35056,PA449035,1,7732,7732
PA378,PA449035,1,7733,7733
PA117,PA450213,1,7734,7734
PA136,PA450213,1,7735,7735
PA245,PA450213,1,7736,7736
PA27478,PA450213,1,7737,7737
PA27479,PA450213,1,7738,7738
PA28469,PA450213,1,7739,7739
PA311,PA450213,1,7740,7740
PA329,PA450213,1,7741,7741
PA35056,PA164713242,1,7742,7742
PA35057,PA164713242,1,7743,7743
PA117,PA166320903,1,7744,7744
PA125,PA449748,1,7745,7745
PA134956204,PA449748,1,7746,7746
PA137,PA449748,1,7747,7747
PA142671157,PA449748,1,7748,7748
PA142671588,PA449748,1,7749,7749
